STN Code,Name of Monitoring Location,Type Water Body,State Name,Min Temperature,Max Temperature,Min Dissolved Oxygen,Max Dissolved Oxygen,Min pH,Max pH,Min Conductivity,Max Conductivity,Min BOD,Max BOD,Min Nitrate N + Nitrite N,Max Nitrate N + Nitrite N,Min Fecal Coliform,Max Fecal Coliform,Min Total Coliform,Max Total Coliform
1972.0,"NALSAROVAR LAKE (SANAND),  DIST.AHMEDABAD",LAKE,GUJARAT,27.0,27.0,7.1,7.4,7.7,9.0,335,2432,1.70,4.00,0.00,0.30,17,120,70,210
1973.0,"BINDUSAROVAR, SIDDHPUR (DIST.PATAN)",LAKE,GUJARAT,24.0,29.0,3.2,7.4,7.6,8.2,698,2682,0.70,6.00,0.12,6.00,4,120,26,350
1975.0,"LAKHOTA TALAV, JAMNAGAR",LAKE,GUJARAT,23.0,28.0,5.4,6.6,7.1,8.2,440,532,4.10,6.30,0.25,0.33,6,8,21,21
1976.0,NARSIMEHTA TALAV- JUNAGADH,LAKE,GUJARAT,22.0,24.0,5.1,13.5,7.4,8.4,401,1736,1.90,276.90,0.02,0.06,6,7,26,33
1977.0,CITY LAKE OF NADIAD,LAKE,GUJARAT,25.0,29.0,2.7,8.0,8.2,8.4,488,2240,0.40,3.70,0.38,0.74,2,120,21,540
2076.0,ANKLESHWAR RESERVOIR AT GIDC  ANKLESHWAR AT VALIA ROAD.,LAKE,GUJARAT,27.0,32.0,6.6,7.6,7.4,8.6,269,1630,0.40,0.90,0.11,0.48,17,26,49,94
2077.0,"MOTICHER LAKE NEAR KAKARPAR ATOMIC  POWER STATION, DIST. SURAT.",LAKE,GUJARAT,26.0,29.0,6.0,7.3,7.3,8.1,318,805,0.70,1.50,0.01,0.17,6,11,26,93
2078.0,"KUWADAVA LAKE, VILL. KUWADAVA, DIST.  RAJKOT.",LAKE,GUJARAT,23.0,27.0,5.4,6.8,7.7,8.3,415,1253,1.30,2.30,0.00,0.05,,,,
3197.0,"MACHHU-II DAM, RAFLESHWAR, MORBI,  RAJKOT",LAKE,GUJARAT,24.0,33.0,5.0,7.7,7.6,8.3,375,2761,0.50,2.10,0.02,0.31,BDL,5,BDL,5
3198.0,"GOMTI LAKE, OPP, RANCHODAJI TEMPLE,  DAKOR, KHEDA",LAKE,GUJARAT,25.0,29.0,3.1,6.8,7.2,8.5,328,623,0.40,0.90,0.36,0.76,4,49,33,240
3199.0,"HAMISAR TALAV, BHUJ",LAKE,GUJARAT,0.0,29.0,0.0,6.9,0.0,7.7,0,510,0.00,1.10,0.00,0.69,2,6,2,21
3200.0,MOONSAR LAKE OF VIRAMGAM,LAKE,GUJARAT,26.0,30.0,2.8,9.2,8.4,9.4,6419,12050,14.00,82.00,0.00,0.40,12,120,70,920
3201.0,"MALAV TALAV, DHOLKA",LAKE,GUJARAT,26.0,29.0,3.3,8.8,8.3,9.4,2892,4788,9.00,30.00,0.00,0.31,2,94,2,540
3202.0,VHERAIMATA TALAV AT ANAND,LAKE,GUJARAT,24.0,30.0,0.0,7.1,6.5,8.2,158,627,0.40,12.00,0.00,0.58,4,350,47,920
1979.0,"OLPAD, VILLAGE POND:OLPAD, SURAT",POND,GUJARAT,26.0,30.0,6.2,7.5,7.4,8.0,521,1126,0.90,1.60,0.04,0.44,6,17,38,84
2079.0,"DHUDHIA TALAV AT NAVSARI, DIST. NAVSARI.",POND,GUJARAT,24.0,35.0,6.0,7.5,7.0,8.3,311,2171,0.80,1.20,0.02,0.29,6,21,33,142
1971.0,THOL TANK (KALOL) (DIST. MEHASANA),TANK,GUJARAT,25.0,29.0,BDL,8.7,7.3,8.6,367,1992,2.20,81.00,0.00,0.13,4,84,6,150
1349.0,BRAHMSAROVAR LAKE AT KURUKSHETRA,LAKE,HARYANA,19.0,29.0,4.4,8.3,7.5,9.0,197,716,0.80,10.00,0.00,0.21,500,13000,2100,160000
1392.0,"KAUSSHALAYA LAKE, PINJORE, PANCHKULA",LAKE,HARYANA,18.0,29.0,2.1,8.1,7.0,8.4,329,590,1.80,4.50,0.02,2.09,9000,148000,5420,345000
3033.0,SOHNA LAKE,LAKE,HARYANA,6.0,9.0,6.2,6.6,6.8,8.5,190,2430,3.00,21.00,0.00,0.00,,,,
1291.0,GOBINDSAGAR LAKE AT BILASPUR,LAKE,HIMACHAL PRADESH,15.0,24.0,8.9,10.5,7.7,8.5,136,274,0.20,0.60,0.09,0.30,43,94,350,920
1292.0,"PONGDAM LAKE AT PONG  VILLAGE,",LAKE,HIMACHAL PRADESH,9.3,19.0,8.2,9.3,7.1,7.9,104,1791,0.10,0.30,0.09,1.20,2,4,33,120
1429.0,"RENUKA LAKE , 35 KM FROM  PATNA SAHIB NORTH",LAKE,HIMACHAL PRADESH,13.0,28.0,5.7,7.1,7.4,8.1,444,6330,0.50,2.80,0.01,0.67,14,31,33,84
2649.0,RIWALSAR LAKE,LAKE,HIMACHAL PRADESH,11.0,28.0,5.3,12.5,6.9,8.2,181,284,3.00,17.00,0.14,0.39,84,210,920,1600
2650.0,KHAZIAR LAKE,LAKE,HIMACHAL PRADESH,5.0,14.0,5.2,6.2,6.8,8.0,49,256,0.90,6.50,0.68,1.59,2,13,2,280
1309.0,DAL LAKE AT SRINAGAR,LAKE,JAMMU & KASHMIR,3.5,24.0,4.6,8.6,7.3,7.7,139,14301,1.60,3.30,,,,,,
2738.0,(MANSAR LAKE AT MID  POINT(MANSAR LAKE),LAKE,JAMMU & KASHMIR,15.0,24.0,7.1,8.8,7.6,8.0,144,262,0.30,2.10,0.01,0.47,,,,
2739.0,MANSAR LAKE POINT OF DISCHARGE  OF WASTE WATER FROM DIFFERENT  ESTABLISHMENTS NEAR NAG  TEMPLE,LAKE,JAMMU & KASHMIR,8.1,27.0,4.2,7.2,7.7,8.1,144,266,0.40,4.20,0.01,0.05,,,,
2740.0,"(MANSAR LAKE AT MID  POINT(SURINSAR LAKE), J&K",LAKE,JAMMU & KASHMIR,18.0,27.0,5.1,6.8,8.2,8.4,140,170,4.50,23.00,0.01,0.05,,,,
2741.0,SURINSAR LAKE POINT OF  DISCHARGE OF WASTE WATER  FROM DIFFERENT ESTABLISHMENTS,LAKE,JAMMU & KASHMIR,16.0,27.0,4.8,6.6,8.1,8.6,140,272,4.10,6.30,0.01,0.11,,,,
3251.0,DAL LAKE AT DALGATE,LAKE,JAMMU & KASHMIR,3.9,25.0,2.2,7.9,7.2,7.8,138,308,2.00,3.40,,,,,,
3252.0,DAL LAKE AT CHAIRCHINARI,LAKE,JAMMU & KASHMIR,3.3,29.0,4.4,9.2,7.1,8.2,145,305,1.50,2.50,,,,,,
3253.0,DAL LAKE NEAR NISHAT LAM,LAKE,JAMMU & KASHMIR,3.6,27.8,3.0,8.0,7.2,8.8,189,328,2.90,7.50,,,,,,
3254.0,DAL LAKE AT ABIKARPORA,LAKE,JAMMU & KASHMIR,3.2,28.0,3.3,8.9,7.2,8.7,145,292,1.60,4.00,,,,,,
3256.0,DAL LAKE AT ENTRY POINT OF  TALIBAL NALLAH,LAKE,JAMMU & KASHMIR,2.0,22.2,5.5,8.4,7.3,8.0,156,386,1.40,4.10,,,,,,
3257.0,DAL LAKE AT HABAK,LAKE,JAMMU & KASHMIR,5.0,27.0,3.3,10.1,7.2,7.8,210,438,3.50,7.20,,,,,,
3258.0,DAL LAKE AT HAZRATBAL,LAKE,JAMMU & KASHMIR,5.4,27.0,4.7,9.5,7.4,8.8,220,486,2.00,6.80,,,,,,
3259.0,DAL LAKE AT DHOBIGHAT,LAKE,JAMMU & KASHMIR,4.7,26.0,6.1,8.5,7.5,8.5,207,455,2.00,5.60,,,,,,
3260.0,DAL LAKE AT SONALANK,LAKE,JAMMU & KASHMIR,1.0,28.0,5.3,9.0,7.5,8.4,214,378,1.60,3.10,,,,,,
3261.0,"DAL LAKE AT NISHAT, WATER INTAKE  POINT OF NISHAT WATER  TREATMENT PLANT",LAKE,JAMMU & KASHMIR,5.0,24.0,4.3,8.0,7.4,8.1,173,360,2.00,3.20,,,,,,
3262.0,"DAL LAKE AT NIGEEN, WATER  INTAKE PT OF POKHRIBAL WATER  TREATMENT PLANT",LAKE,JAMMU & KASHMIR,1.5,25.0,5.0,9.0,7.3,8.4,189,375,1.50,2.70,,,,,,
3263.0,WULAR LAKE AT NINGLI NALLAH,LAKE,JAMMU & KASHMIR,8.7,32.1,4.5,9.5,7.2,7.8,110,297,0.90,2.50,,,,,,
3264.0,WULAR LAKE AT WATLAB,LAKE,JAMMU & KASHMIR,9.1,24.8,5.0,8.8,7.2,7.7,112,258,1.40,2.25,,,,,,
3265.0,WULAR LAKE ATKANIBATH,LAKE,JAMMU & KASHMIR,8.8,29.5,4.5,9.1,7.2,8.1,172,230,1.80,6.30,,,,,,
3266.0,WULAR LAKE AT ENTRY PT OF ERIN  NALLAH,LAKE,JAMMU & KASHMIR,7.6,23.8,5.8,8.6,7.3,7.9,115,332,1.20,2.60,,,,,,
4040.0,ASHAIBAGH BRIDGE,LAKE,JAMMU & KASHMIR,2.0,25.0,3.0,8.3,7.3,8.4,181,331,1.60,3.50,,,,,,
4041.0,NAYADYAR,LAKE,JAMMU & KASHMIR,5.6,21.0,0.6,2.2,7.1,7.7,235,554,4.10,20.00,,,,,,
4042.0,JOGILANKER,LAKE,JAMMU & KASHMIR,6.1,22.0,0.5,2.1,7.1,7.7,238,567,4.50,21.00,,,,,,
4043.0,ANCHAR AT SINDH INFLOW,LAKE,JAMMU & KASHMIR,3.5,16.2,6.3,9.0,7.5,8.7,137,485,1.50,2.70,,,,,,
4044.0,CENTRAL SITE,LAKE,JAMMU & KASHMIR,3.4,20.0,3.0,5.8,7.2,8.5,250,425,1.40,3.90,,,,,,
4045.0,AT SANGAM,LAKE,JAMMU & KASHMIR,4.5,20.1,0.6,3.0,7.1,8.2,296,445,2.75,6.30,,,,,,
4046.0,NEAR LKIMS,LAKE,JAMMU & KASHMIR,4.2,20.3,1.7,3.0,7.1,8.4,303,430,2.40,5.20,,,,,,
4047.0,JENAB SAHAB SOURA,LAKE,JAMMU & KASHMIR,4.0,22.0,1.3,3.8,6.8,8.3,201,394,3.00,6.60,,,,,,
4048.0,SADERKOTE,LAKE,JAMMU & KASHMIR,6.1,33.0,4.4,8.7,7.1,7.8,96,312,2.10,3.75,,,,,,
4049.0,ZALWAN,LAKE,JAMMU & KASHMIR,8.5,22.0,3.8,9.0,7.1,7.9,163,332,1.80,3.00,,,,,,
4050.0,LANKRISH PORA,LAKE,JAMMU & KASHMIR,8.8,27.0,4.0,8.4,7.3,7.8,127,260,1.25,3.50,,,,,,
2394.0,TOP CHANCHI LAKE,LAKE,JHARKHAND,13.0,37.0,7.2,7.6,7.2,7.6,,,1.30,2.00,,,,,,
2398.0,"DIMNA LAKE, DIMNA",LAKE,JHARKHAND,15.5,29.5,7.2,7.9,7.4,7.6,154,182,0.40,0.90,,,,,,
2402.0,HAZARIBAGH MEETHAJHIL,LAKE,JHARKHAND,16.0,38.0,6.7,8.4,7.2,7.4,,,1.30,3.20,,,,,,
2393.0,"SHIV GANGA POND, DEOGHAR",POND,JHARKHAND,17.0,38.0,6.8,8.2,7.6,8.2,312,320,2.20,2.80,,,,,,
4740.0,"LOCO TALAB ) PUMPU TALAB), AT- BARMASIA,  DHANBAD",POND,JHARKHAND,15.0,33.0,4.2,5.5,7.2,7.8,,,5.20,15.20,,,,,,
4741.0,"RANIBANDH TALAB NEAR ISM, DHANBAD",POND,JHARKHAND,16.0,32.5,3.8,5.5,7.2,7.6,,,12.80,17.20,,,,,,
1388.0,"ULSOOR LAKE TRAINING CENTRE OF FISH  BREEDING,",LAKE,KARNATAKA,23.0,29.0,1.0,9.8,6.7,8.9,380,891,3.00,75.00,0.63,18.00,630,79000,5400,540000
1446.0,"HEBALLA VALLEY LAKE AT D/S ROAD BRIDGE  NR. MANDYA,",LAKE,KARNATAKA,24.0,29.0,1.0,6.1,7.6,8.1,386,870,3.00,10.00,1.24,11.20,410,940,1700,5800
3582.0,HEBBAL LAKE,LAKE,KARNATAKA,22.0,31.0,1.2,5.8,7.4,8.9,1250,2310,4.00,24.00,2.80,12.20,1100,4600,6300,9400
3583.0,KUKKARAHALLI LAKE,LAKE,KARNATAKA,20.0,30.0,3.1,7.0,7.3,9.4,542,2680,3.00,10.40,0.34,3.40,840,2100,4300,6300
3584.0,DALAVAI LAKE,LAKE,KARNATAKA,20.0,30.0,BDL,3.8,7.4,9.0,746,1164,10.40,23.80,2.80,8.30,1100,8200,7000,21000
3585.0,YENNEHOLE LAKE,LAKE,KARNATAKA,20.0,31.0,0.0,3.2,7.3,8.1,936,1213,12.00,28.00,3.10,8.10,1700,6800,6300,15000
3586.0,LIMBHABUDI LAKE,LAKE,KARNATAKA,20.0,31.0,BDL,6.2,6.7,8.6,552,1579,3.80,52.00,1.50,9.60,1100,9300,5800,47000
3587.0,SHETTYKERE LAKE,LAKE,KARNATAKA,7.2,29.0,4.0,6.8,7.3,9.4,585,1055,3.00,9.00,1.28,8.70,920,2100,4100,6300
3591.0,KEMPAMBUDHI LAKE,LAKE,KARNATAKA,26.0,28.0,0.6,9.1,6.6,9.1,395,678,4.00,10.00,0.45,56.00,2100,240000,16000,1600000
3592.0,YEDIYUR LAKE,LAKE,KARNATAKA,24.0,30.0,3.0,8.9,6.4,9.3,190,574,3.00,18.00,0.47,17.00,700,220000,5400,1600000
3593.0,"ULSOOR LAKE TRAINING CENTRE OF FISH  BREEDING,",LAKE,KARNATAKA,24.0,29.0,2.0,9.5,6.2,8.8,387,1110,3.00,32.00,0.60,20.00,480,110000,1600,920000
3601.0,KARIHOBANAHALLI LAKE,LAKE,KARNATAKA,20.0,32.0,0.5,4.5,6.8,7.9,2,2890,7.00,122.00,1.00,21.30,4600,21000000,35000,160000000
3602.0,BELLANDUR LAKE,LAKE,KARNATAKA,26.0,31.0,0.6,5.5,6.7,7.7,995,1306,5.00,36.00,0.70,33.00,700,400000,5400,16000000
3608.0,VARTHUR LAKE,LAKE,KARNATAKA,22.0,33.0,2.5,7.1,6.7,8.0,541,1416,4.00,32.00,0.70,28.00,460,1700000,3500,16000000
3610.0,TUBRAHALLI LAKE,LAKE,KARNATAKA,23.0,32.0,2.1,4.9,6.6,7.7,704,1821,7.00,34.00,0.90,33.00,470,110000,3500,920000
3611.0,KAIKONDANAHALLI LAKE,LAKE,KARNATAKA,26.0,29.0,0.6,6.0,6.8,9.3,1304,1695,4.00,156.00,0.90,6.46,4800,210000,35000,1600000
3612.0,AGARAM LAKE,LAKE,KARNATAKA,26.0,29.0,1.5,5.8,6.9,8.2,710,1986,5.00,29.00,0.38,13.00,840,70000,9200,540000
3614.0,PUTTENAHALLI LAKE (S),LAKE,KARNATAKA,26.0,29.0,3.8,6.4,6.7,7.6,677,1367,4.00,12.00,0.52,5.60,700,22000,5400,1600000
3615.0,ARAKERE LAKE,LAKE,KARNATAKA,28.0,30.0,2.2,6.1,6.9,7.7,13,2294,5.00,25.00,1.23,13.21,630,140000,5400,920000
3616.0,KALENA AGRAHARA LAKE,LAKE,KARNATAKA,28.0,28.0,6.2,6.2,7.7,7.7,436,436,3.00,3.00,2.74,2.74,8400,8400,92000,92000
3617.0,HULIMAVU LAKE,LAKE,KARNATAKA,26.0,29.0,1.7,5.5,6.7,8.0,687,1609,4.00,27.00,1.12,5.00,460,94000,3500,540000
3618.0,SINGASANDRA LAKE,LAKE,KARNATAKA,26.0,29.0,2.8,15.0,6.8,7.8,800,1516,6.00,32.00,0.60,6.00,480,21000,5400,1600000
3620.0,PARAPPANA AGRAHARA LAKE,LAKE,KARNATAKA,26.0,30.0,1.0,5.2,7.0,8.7,900,1687,5.00,31.00,1.67,10.00,940,110000,5400,920000
3621.0,HARALAKUNTE LAKE,LAKE,KARNATAKA,27.0,30.0,1.3,5.1,6.8,7.9,839,1354,7.80,31.00,1.20,13.00,460,22000,3500,160000
3624.0,PUTTENAHALLI LAKE,LAKE,KARNATAKA,24.0,30.0,3.2,7.0,6.5,7.3,591,1480,3.00,15.00,0.18,6.00,3100,46000,35000,350000
3625.0,HEBBAL LAKE,LAKE,KARNATAKA,25.0,29.0,4.0,7.2,6.2,7.7,449,842,3.00,16.00,0.31,5.00,630,17000,9200,92000
3627.0,JAKKUR LAKE,LAKE,KARNATAKA,27.0,36.0,0.5,5.6,6.5,8.8,782,1287,6.00,33.00,0.51,6.50,2800,94000,16000,540000
3628.0,AMRUTHAHALLI LAKE,LAKE,KARNATAKA,25.0,34.0,0.5,7.2,6.5,7.6,638,1384,4.00,52.00,0.44,5.00,460,70000,5400,350000
3644.0,MULBHAGAL LAKE,LAKE,KARNATAKA,22.0,34.0,BDL,3.8,7.1,9.3,2200,4930,13.00,54.00,1.10,16.00,940,35000,5400,160000
3645.0,DEVARAYASAMUDRA LAKE,LAKE,KARNATAKA,22.0,35.0,BDL,1.8,6.6,10.3,428,1220,36.00,144.00,BDL,8.00,460,400000,5400,3500000
3646.0,NARASAPURA LAKE,LAKE,KARNATAKA,23.0,35.0,2.5,7.2,7.8,9.6,654,911,4.00,19.00,BDL,8.00,470,700000,3500,5400000
3649.0,BUGUDANAHALLI LAKE,LAKE,KARNATAKA,21.0,29.0,4.4,8.0,6.5,7.5,120,995,2.00,7.00,0.02,5.90,940,120000,9200,920000
3654.0,GOTTIGERE LAKE,LAKE,KARNATAKA,22.0,32.0,1.4,6.0,6.5,8.0,689,1974,6.00,26.00,0.27,5.90,460,15000,5400,160000
3679.0,BHUTANALA LAKE,LAKE,KARNATAKA,24.0,32.0,0.3,9.4,8.0,9.1,388,1540,1.10,23.10,0.00,42.00,220,1800,900,3200
3680.0,KILLA LAKE,LAKE,KARNATAKA,22.0,34.0,6.4,8.7,7.3,8.8,260,648,1.10,2.50,0.00,35.50,280,1800,1600,3200
3685.0,NAVALOORU LAKE,LAKE,KARNATAKA,23.0,26.0,6.2,8.2,6.9,8.3,394,1575,3.60,5.30,0.49,1.43,70,900,550,1800
4094.0,"GANGONDANA HALLI LAKE, BENGALURU  NORTH",LAKE,KARNATAKA,22.0,33.0,0.5,6.0,6.4,7.7,577,3060,5.00,192.00,1.90,12.00,6300,4600000,54000,92000000
4095.0,"CHIKKABANVARA LAKE, CHIKKABANWARA,  BENGALURU NORTH",LAKE,KARNATAKA,22.0,33.0,0.6,6.2,6.8,7.9,1150,2810,7.00,64.00,0.36,43.00,4800,150000,35000,920000
4096.0,"ANDHRAHALLI LAKE, ANDHRAHALLI,  BENGALURU",LAKE,KARNATAKA,22.0,32.0,3.0,7.6,6.5,8.1,260,1786,3.00,30.00,0.38,4.00,260,940000,5400,9200000
4097.0,"KACHOHALLI LAKE, KACHOHALLI, BENGALURU  NORTH",LAKE,KARNATAKA,22.0,33.0,0.6,6.5,5.2,7.8,510,2457,3.00,165.00,1.58,70.00,700,58000,5400,920000
4504.0,SARAKKI LAKE,LAKE,KARNATAKA,24.0,28.0,5.2,8.5,5.7,6.8,289,790,3.00,6.00,1.00,13.99,70,28000,540,5400000
4505.0,NELAMANGALA LAKE,LAKE,KARNATAKA,25.0,28.0,3.0,5.5,6.5,7.7,258,1554,3.00,41.00,1.94,5.60,630,14000,5400,160000
4507.0,CHELEKERE LAKE,LAKE,KARNATAKA,24.0,36.0,4.0,7.1,6.8,7.2,389,852,4.00,11.00,1.20,10.00,410,21000,3500,160000
4508.0,SINGAPURA LAKE,LAKE,KARNATAKA,23.0,33.0,0.6,6.2,6.6,7.6,786,1814,6.00,28.00,2.00,14.00,700,1700000,5400,16000000
4509.0,NARASIPURA LAKE,LAKE,KARNATAKA,20.0,32.0,0.5,7.1,6.6,7.3,481,845,3.00,9.00,1.22,4.00,940,12000000,5400,92000000
4510.0,RACHENAHALLI LAKE,LAKE,KARNATAKA,24.0,35.0,0.2,6.0,6.5,8.3,820,1334,5.00,38.00,1.60,8.00,4600,12000000,35000,92000000
4533.0,ULLALU LAKE,LAKE,KARNATAKA,22.7,33.8,4.8,8.0,7.1,8.2,467,1581,3.00,8.00,0.72,14.00,460,70000,5400,920000
4534.0,SOMPURA LAKE,LAKE,KARNATAKA,23.4,31.6,4.9,8.0,7.7,8.2,604,858,1.00,6.00,0.80,12.00,460,84000,5400,920000
4535.0,GUBBALAL KERE,LAKE,KARNATAKA,22.3,32.4,1.0,6.8,6.7,7.9,834,1693,3.00,27.00,1.00,14.00,630,840000,5400,9200000
4536.0,HOSAKEREHALLI LAKE,LAKE,KARNATAKA,24.3,33.6,1.0,6.7,6.4,7.5,453,1332,3.00,34.00,0.50,10.00,4600,460000,54000,3500000
4537.0,CHINNAKURCHI KERE,LAKE,KARNATAKA,23.4,33.4,4.4,6.7,6.9,7.9,300,774,3.00,41.00,0.32,5.20,840,84000,9200,920000
4538.0,MACHOHALLI LAKE,LAKE,KARNATAKA,23.0,31.0,0.9,3.5,6.3,7.3,625,3400,8.00,72.00,1.50,22.00,460,14000,5400,160000
4539.0,DODDABIDARAKALLU LAKE,LAKE,KARNATAKA,22.0,31.0,0.5,5.6,6.3,7.3,802,2182,9.00,68.00,0.80,11.00,460,1700000,3500,16000000
4540.0,KAMMGONDANAHALLI LAKE,LAKE,KARNATAKA,22.0,31.0,0.5,5.5,6.5,8.0,392,1840,3.00,75.00,2.70,20.00,2800,4600000,16000,35000000
4543.0,KODI SINGASANDRA LAKE,LAKE,KARNATAKA,28.0,28.0,5.7,5.7,7.8,7.8,484,484,3.00,3.00,2.88,2.88,1400,1400,9200,9200
4545.0,JUNGU KERE,LAKE,KARNATAKA,28.0,28.0,2.8,2.8,7.8,7.8,805,805,8.40,8.40,1.31,1.31,8400,8400,92000,92000
4546.0,JAKKSANDRA LAKE,LAKE,KARNATAKA,28.0,28.0,4.5,4.5,7.5,7.5,985,985,7.30,7.30,1.40,1.40,4600,4600,35000,35000
4547.0,SWARANA KUNTE,LAKE,KARNATAKA,28.0,28.0,4.0,4.0,7.7,7.7,399,399,18.00,18.00,2.00,2.00,7000,7000,54000,54000
3559.0,HULLIGE TANK,TANK,KARNATAKA,22.0,32.0,6.8,7.2,7.5,9.0,286,462,2.10,6.00,0.00,1.13,36,540,148,1700
3560.0,MAVENAKERE TANK,TANK,KARNATAKA,26.0,31.0,6.8,8.8,8.7,9.6,498,5306,16.00,90.00,0.13,0.33,13000,22000,35000,54000
3561.0,HUNDIKERE (KOPPAL) TANK,TANK,KARNATAKA,22.0,32.0,5.6,7.4,6.9,8.4,290,678,2.30,8.00,0.00,15.00,46,8400,138,54000
3565.0,PILIKULA TANK,TANK,KARNATAKA,28.0,30.0,6.2,6.7,6.8,8.0,140,188,3.00,3.00,0.10,1.32,11,22,14,40
3588.0,KARANJIKERE TANK,TANK,KARNATAKA,19.0,30.0,4.0,7.0,7.4,8.8,445,767,3.00,8.60,0.49,2.46,790,1400,4000,7000
3589.0,MADIWALA TANK,TANK,KARNATAKA,28.0,30.0,1.2,5.1,6.8,8.2,553,1398,5.00,35.00,1.07,11.00,460,14000000,3500,92000000
3590.0,LALBAGH TANK,TANK,KARNATAKA,26.0,30.0,4.0,8.0,7.0,8.3,355,691,3.00,7.00,0.72,16.00,630,70000,5400,540000
3594.0,SANKEY TANK,TANK,KARNATAKA,26.0,29.0,1.5,8.2,7.1,8.6,411,566,3.00,17.00,0.00,44.00,630,140000,5400,920000
3595.0,BYRASANDRA TANK,TANK,KARNATAKA,23.0,29.0,1.5,5.9,6.3,8.2,446,1422,4.00,32.00,1.30,31.00,9400,170000,92000,1600000
3597.0,HESARAGHATTA TANK,TANK,KARNATAKA,22.0,32.0,4.2,8.3,6.4,7.4,225,515,3.00,13.00,0.13,2.00,3300,94000,35000,920000
3598.0,HEROHALLI TANK,TANK,KARNATAKA,22.0,32.0,0.5,7.2,6.6,8.6,351,960,0.60,60.00,0.50,15.80,940,94000,5400,540000
3599.0,MADAVARA TANK,TANK,KARNATAKA,22.0,32.0,0.5,5.8,6.5,9.3,332,1637,3.00,165.00,0.80,19.44,4700,120000,35000,920000
3600.0,SHIVAPURA TANK,TANK,KARNATAKA,20.0,32.0,0.5,6.0,6.6,7.7,1086,4190,7.00,66.00,2.00,31.00,630,490000,9200,5400000
3603.0,VENGAIHNAKERE,TANK,KARNATAKA,21.0,29.0,2.1,6.0,6.6,7.6,703,1546,4.00,47.00,1.00,75.00,1200,170000,9200,920000
3604.0,DODDANAKUNDI TANK,TANK,KARNATAKA,26.0,30.0,2.7,5.2,7.3,7.8,1014,2260,4.00,19.00,2.00,5.00,480,140000,3500,920000
3605.0,YELLAMALLAPPA TANK,TANK,KARNATAKA,22.0,32.0,4.3,6.8,6.5,7.4,631,1845,5.00,14.00,1.30,55.20,460,110000,5400,920000
3606.0,DASARAHALLI TANK,TANK,KARNATAKA,22.0,32.0,0.3,6.9,6.5,8.5,285,1400,2.00,38.00,0.30,18.00,380,94000,3500,540000
3607.0,KALKERE TANK,TANK,KARNATAKA,25.0,29.0,2.5,4.8,6.8,8.1,728,1827,4.80,15.00,1.60,9.00,2800,110000,16000,920000
3623.0,ANEKAL DODDAKERE TANK,TANK,KARNATAKA,23.0,26.0,5.1,6.7,6.7,7.2,727,1736,3.00,7.00,1.60,2.94,700,1400,5400,9200
3626.0,NAGAVARA TANK,TANK,KARNATAKA,24.0,36.0,3.0,7.3,6.5,7.4,480,854,3.00,17.00,0.48,10.00,630,84000,3500,920000
3629.0,ALLASANDRA TANK,TANK,KARNATAKA,25.0,35.0,0.6,6.8,7.0,8.3,516,1432,3.00,36.00,0.56,5.00,580,1500000,9200,1600000
3630.0,YELAHANKA TANK,TANK,KARNATAKA,25.0,35.0,0.5,6.0,6.6,8.0,512,1362,6.00,35.00,0.00,4.00,940,220000,5400,1600000
3632.0,VEERAPURA TANK,TANK,KARNATAKA,24.0,28.0,1.8,6.8,6.2,7.4,315,1139,3.00,39.00,0.04,7.00,700,70000,5400,540000
3634.0,DEVARAKERE TANK,TANK,KARNATAKA,23.7,34.6,3.2,7.2,6.5,7.2,358,694,3.00,10.00,0.10,4.56,940,220000,9200,1600000
3635.0,MALATHAHALLI TANK,TANK,KARNATAKA,21.4,30.6,0.3,6.2,6.8,7.7,712,1583,4.00,145.00,0.70,20.00,4300,17000000,35000,92000000
3637.0,BYRAMANGALA TANK,TANK,KARNATAKA,25.0,28.0,1.6,5.2,6.9,7.5,708,1608,6.00,18.00,0.70,6.00,1400,94000,9200,5400000
3638.0,ANNAYAPPA TANK,TANK,KARNATAKA,25.0,29.0,4.0,8.0,6.7,8.8,175,1637,3.00,15.00,0.72,19.00,1100,28000,9200,920000
3640.0,UTTARAHALLI DORAIKERE,TANK,KARNATAKA,22.3,33.8,2.6,6.7,6.3,8.1,460,1114,4.00,38.00,0.90,13.00,4700,460000,35000,3500000
3641.0,DHOREKERE TANK,TANK,KARNATAKA,22.8,34.0,3.8,6.9,6.6,8.2,410,638,3.00,27.00,0.40,9.00,630,170000,5400,920000
3642.0,JIGANI TNAK,TANK,KARNATAKA,24.0,27.0,4.8,6.0,6.8,7.2,627,1090,3.00,7.00,1.20,3.00,1700,46000,16000,540000
3643.0,BEENNIGANAHALLI TANK,TANK,KARNATAKA,26.0,27.0,2.3,6.0,6.5,7.6,286,1827,3.00,13.00,3.40,9.50,12000,94000,92000,540000
3648.0,MYDALA TANK,TANK,KARNATAKA,22.0,29.0,5.0,7.8,6.5,7.6,164,550,3.00,14.00,0.02,4.16,630,170000,5400,1600000
3650.0,MELEKOTE TANK,TANK,KARNATAKA,23.0,30.0,0.8,8.0,6.6,7.3,437,1631,3.00,16.00,0.61,30.00,2600,170000,35000,1600000
3651.0,BHEEMSANDRA TANK,TANK,KARNATAKA,22.0,30.0,0.5,6.9,6.4,7.4,560,1885,3.00,15.96,0.85,34.00,940,220000,5400,1600000
